/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.000100, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.000200, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.000400, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.000600, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.000800, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.001000, cache size 1B, 100000 req, miss ratio 0.9704, byte miss ratio 0.9704
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.002000, cache size 2B, 100000 req, miss ratio 0.9455, byte miss ratio 0.9455
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.004000, cache size 4B, 100000 req, miss ratio 0.9029, byte miss ratio 0.9029
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.006000, cache size 6B, 100000 req, miss ratio 0.8687, byte miss ratio 0.8687
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.008000, cache size 8B, 100000 req, miss ratio 0.8402, byte miss ratio 0.8402
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.010000, cache size 10B, 100000 req, miss ratio 0.8162, byte miss ratio 0.8162
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.020000, cache size 20B, 100000 req, miss ratio 0.7288, byte miss ratio 0.7288
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.040000, cache size 40B, 100000 req, miss ratio 0.6276, byte miss ratio 0.6276
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.060000, cache size 60B, 100000 req, miss ratio 0.5627, byte miss ratio 0.5627
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.080000, cache size 80B, 100000 req, miss ratio 0.5156, byte miss ratio 0.5156
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.100000, cache size 100B, 100000 req, miss ratio 0.4775, byte miss ratio 0.4775
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.200000, cache size 200B, 100000 req, miss ratio 0.3532, byte miss ratio 0.3532
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.400000, cache size 400B, 100000 req, miss ratio 0.2182, byte miss ratio 0.2182
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.600000, cache size 600B, 100000 req, miss ratio 0.1294, byte miss ratio 0.1294
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_1000_requests_100000.txt, myFIFO, rel cache size 0.800000, cache size 800B, 100000 req, miss ratio 0.0627, byte miss ratio 0.0627
