/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size        4B, 100000 req, miss ratio 0.9998, byte miss ratio 0.9998
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size        8B, 100000 req, miss ratio 0.9998, byte miss ratio 0.9998
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size       16B, 100000 req, miss ratio 0.9994, byte miss ratio 0.9994
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size       32B, 100000 req, miss ratio 0.9990, byte miss ratio 0.9990
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size       40B, 100000 req, miss ratio 0.9987, byte miss ratio 0.9987
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size       81B, 100000 req, miss ratio 0.9975, byte miss ratio 0.9975
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size      122B, 100000 req, miss ratio 0.9962, byte miss ratio 0.9962
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size      162B, 100000 req, miss ratio 0.9951, byte miss ratio 0.9951
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size      325B, 100000 req, miss ratio 0.9901, byte miss ratio 0.9901
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size      406B, 100000 req, miss ratio 0.9875, byte miss ratio 0.9875
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size      813B, 100000 req, miss ratio 0.9752, byte miss ratio 0.9752
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size     1220B, 100000 req, miss ratio 0.9631, byte miss ratio 0.9631
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size     1627B, 100000 req, miss ratio 0.9519, byte miss ratio 0.9519
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size     3254B, 100000 req, miss ratio 0.9095, byte miss ratio 0.9095
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size     4068B, 100000 req, miss ratio 0.8902, byte miss ratio 0.8902
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size     8136B, 100000 req, miss ratio 0.7986, byte miss ratio 0.7986
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size    12204B, 100000 req, miss ratio 0.7190, byte miss ratio 0.7190
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size    16273B, 100000 req, miss ratio 0.6486, byte miss ratio 0.6486
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_50000_requests_100000(10).txt myFIFO cache size    32546B, 100000 req, miss ratio 0.4475, byte miss ratio 0.4475
