/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt mySieve cache size      161B, 100000 req, miss ratio 0.5058, byte miss ratio 0.5058
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt mySieve cache size      484B, 100000 req, miss ratio 0.4180, byte miss ratio 0.4180
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt mySieve cache size     1613B, 100000 req, miss ratio 0.3171, byte miss ratio 0.3171
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt mySieve cache size     3226B, 100000 req, miss ratio 0.2614, byte miss ratio 0.2614
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt mySieve cache size     6453B, 100000 req, miss ratio 0.2084, byte miss ratio 0.2084
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt mySieve cache size    12907B, 100000 req, miss ratio 0.1667, byte miss ratio 0.1667
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myLRU cache size      161B, 100000 req, miss ratio 0.6167, byte miss ratio 0.6167
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myLRU cache size      484B, 100000 req, miss ratio 0.4987, byte miss ratio 0.4987
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myLRU cache size     1613B, 100000 req, miss ratio 0.3691, byte miss ratio 0.3691
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myLRU cache size     3226B, 100000 req, miss ratio 0.2930, byte miss ratio 0.2930
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myLRU cache size     6453B, 100000 req, miss ratio 0.2199, byte miss ratio 0.2199
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myLRU cache size    12907B, 100000 req, miss ratio 0.1670, byte miss ratio 0.1670
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myFIFO cache size      161B, 100000 req, miss ratio 0.6614, byte miss ratio 0.6614
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myFIFO cache size      484B, 100000 req, miss ratio 0.5431, byte miss ratio 0.5431
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myFIFO cache size     1613B, 100000 req, miss ratio 0.4094, byte miss ratio 0.4094
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myFIFO cache size     3226B, 100000 req, miss ratio 0.3292, byte miss ratio 0.3292
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myFIFO cache size     6453B, 100000 req, miss ratio 0.2482, byte miss ratio 0.2482
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.0_objects_30000_requests_100000(4).txt myFIFO cache size    12907B, 100000 req, miss ratio 0.1806, byte miss ratio 0.1806
