/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.000100, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.000200, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.000400, cache size 1B, 100000 req, miss ratio 0.9997, byte miss ratio 0.9997
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.000600, cache size 2B, 100000 req, miss ratio 0.9994, byte miss ratio 0.9994
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.000800, cache size 3B, 100000 req, miss ratio 0.9991, byte miss ratio 0.9991
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.001000, cache size 4B, 100000 req, miss ratio 0.9986, byte miss ratio 0.9986
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.002000, cache size 8B, 100000 req, miss ratio 0.9972, byte miss ratio 0.9972
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.004000, cache size 16B, 100000 req, miss ratio 0.9940, byte miss ratio 0.9940
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.006000, cache size 24B, 100000 req, miss ratio 0.9913, byte miss ratio 0.9913
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.008000, cache size 32B, 100000 req, miss ratio 0.9887, byte miss ratio 0.9887
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.010000, cache size 40B, 100000 req, miss ratio 0.9858, byte miss ratio 0.9858
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.020000, cache size 80B, 100000 req, miss ratio 0.9715, byte miss ratio 0.9715
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.040000, cache size 160B, 100000 req, miss ratio 0.9438, byte miss ratio 0.9438
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.060000, cache size 240B, 100000 req, miss ratio 0.9177, byte miss ratio 0.9177
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.080000, cache size 320B, 100000 req, miss ratio 0.8925, byte miss ratio 0.8925
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.100000, cache size 400B, 100000 req, miss ratio 0.8683, byte miss ratio 0.8683
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.200000, cache size 800B, 100000 req, miss ratio 0.7540, byte miss ratio 0.7540
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.400000, cache size 1600B, 100000 req, miss ratio 0.5494, byte miss ratio 0.5494
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.600000, cache size 2400B, 100000 req, miss ratio 0.3628, byte miss ratio 0.3628
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myFIFO, rel cache size 0.800000, cache size 3200B, 100000 req, miss ratio 0.1935, byte miss ratio 0.1935
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_0.4_objects_4000_requests_100000.txt, myLRU, rel cache size 0.000100, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
