/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.000100, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.000200, cache size 1B, 100000 req, miss ratio 0.9399, byte miss ratio 0.9399
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.000400, cache size 2B, 100000 req, miss ratio 0.8941, byte miss ratio 0.8941
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.000600, cache size 3B, 100000 req, miss ratio 0.8568, byte miss ratio 0.8568
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.000800, cache size 4B, 100000 req, miss ratio 0.8259, byte miss ratio 0.8259
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.001000, cache size 6B, 100000 req, miss ratio 0.7765, byte miss ratio 0.7765
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.002000, cache size 12B, 100000 req, miss ratio 0.6818, byte miss ratio 0.6818
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.004000, cache size 24B, 100000 req, miss ratio 0.5834, byte miss ratio 0.5834
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.006000, cache size 36B, 100000 req, miss ratio 0.5273, byte miss ratio 0.5273
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.008000, cache size 48B, 100000 req, miss ratio 0.4880, byte miss ratio 0.4880
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.010000, cache size 60B, 100000 req, miss ratio 0.4589, byte miss ratio 0.4589
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.020000, cache size 120B, 100000 req, miss ratio 0.3744, byte miss ratio 0.3744
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.040000, cache size 240B, 100000 req, miss ratio 0.3003, byte miss ratio 0.3003
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.060000, cache size 361B, 100000 req, miss ratio 0.2603, byte miss ratio 0.2603
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.080000, cache size 481B, 100000 req, miss ratio 0.2337, byte miss ratio 0.2337
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.100000, cache size 602B, 100000 req, miss ratio 0.2134, byte miss ratio 0.2134
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.200000, cache size 1204B, 100000 req, miss ratio 0.1562, byte miss ratio 0.1562
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.400000, cache size 2409B, 100000 req, miss ratio 0.1069, byte miss ratio 0.1069
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.600000, cache size 3614B, 100000 req, miss ratio 0.0831, byte miss ratio 0.0831
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myFIFO, rel cache size 0.800000, cache size 4819B, 100000 req, miss ratio 0.0703, byte miss ratio 0.0703
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.000100, cache size 0B, 100000 req, miss ratio 1.0000, byte miss ratio 1.0000
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.000200, cache size 1B, 100000 req, miss ratio 0.9399, byte miss ratio 0.9399
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.000400, cache size 2B, 100000 req, miss ratio 0.8881, byte miss ratio 0.8881
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.000600, cache size 3B, 100000 req, miss ratio 0.8438, byte miss ratio 0.8438
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.000800, cache size 4B, 100000 req, miss ratio 0.8054, byte miss ratio 0.8054
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.001000, cache size 6B, 100000 req, miss ratio 0.7418, byte miss ratio 0.7418
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.002000, cache size 12B, 100000 req, miss ratio 0.6262, byte miss ratio 0.6262
/Users/lauras/Documents/VU/Thesis/cache-eviction-thesis/code/data/alpha_1.2_objects_10000_requests_100000(10).txt, myLRU, rel cache size 0.004000, cache size 24B, 100000 req, miss ratio 0.5219, byte miss ratio 0.5219
